SalesOrderNumber	OrderDate	OrderedProducts	EmployeeKey	OrderedQuantity	TotalPrice	TotalSales	TotalCost	TotalMargin
SO45344	2018-02-28	22	289	63	19337.38	58114.54	58536.34	-421.8
SO51704	2019-08-03	49	284	153	15384.4	26053.17	31368.89	-5315.72
SO47432	2018-09-20	12	281	32	2874.02	7200.14	7005.59	194.55
SO45810	2018-04-26	19	283	52	12170.24	31457.43	31402.47	54.96
SO49515	2019-03-21	24	281	58	13008.7	29669.53	26546.02	3123.51
SO45520	2018-03-02	24	283	68	10057.44	31628.61	31708.08	-79.47
SO51112	2019-07-12	31	283	62	15539.65	28599.1	32358.96	-3759.86
SO49459	2019-03-05	1	291	2	324.45	648.9	600.24	48.66
SO43863	2017-08-11	4	283	4	1718.9	1718.9	1716.72	2.18
SO63226	2020-02-19	1	283	1	41.99	41.99	26.18	15.81
SO50683	2019-06-07	56	283	284	19361.21	105041.66	104997.09	44.57
SO61220	2020-01-16	3	287	8	48.88	108.54	67.68	40.86
SO67332	2020-04-27	14	283	24	3594.51	8344.01	8777.77	-433.76
SO47994	2018-11-08	33	282	84	18773.24	47221.28	47612.03	-390.75
SO45573	2018-03-26	3	281	9	4070.68	8158.46	7637.48	520.98
SO51174	2019-07-31	1	296	1	334.06	334.06	461.44	-127.38
SO49147	2019-02-25	31	282	127	19745.9	82168.59	83598.59	-1430.0
SO55264	2019-10-10	45	287	192	17979.06	63986.25	66949.36	-2963.11
SO48398	2018-12-30	3	285	4	2481.71	3711.17	3333.1	378.07
SO47439	2018-09-24	54	283	237	18190.86	59309.23	58342.68	966.55
SO63245	2020-02-22	26	285	50	11819.28	25106.6	22710.68	2395.92
SO44531	2017-11-15	20	281	36	11191.42	22817.59	22845.88	-28.29
SO67341	2020-04-28	1	285	1	356.9	356.9	360.94	-4.04
SO49501	2019-03-18	43	291	161	14812.03	47277.08	41810.81	5466.27
SO69405	2020-05-04	7	285	16	2465.34	5997.47	6320.52	-323.05
SO65194	2020-03-08	7	283	13	6639.96	12551.01	13002.86	-451.85
SO46066	2018-05-18	11	283	59	17806.91	100378.71	93727.53	6651.18
SO53507	2019-09-11	4	291	5	3826.65	4780.28	5936.75	-1156.47
SO51745	2019-08-11	30	282	127	17768.06	73438.94	77411.64	-3972.7
SO49847	2019-04-12	2	293	13	44.82	287.15	203.72	83.43
SO47998	2018-11-08	7	293	21	5012.99	11405.57	10200.57	1205.0
SO45549	2018-03-14	23	286	68	19756.84	50762.71	50981.93	-219.22
SO45811	2018-04-26	5	283	7	2162.01	3456.26	3453.73	2.53
SO53543	2019-09-18	1	291	2	23.48	46.96	34.76	12.2
SO49490	2019-03-13	41	282	215	11081.42	44311.37	43649.87	661.5
SO50702	2019-06-14	23	282	70	12801.66	34930.43	31112.87	3817.56
SO65209	2020-03-10	19	282	39	6951.85	12552.07	11229.27	1322.8
SO65242	2020-03-17	22	285	35	15727.14	26092.98	26827.62	-734.64
SO51786	2019-08-18	28	272	78	8002.11	16524.52	18441.49	-1916.97
SO47413	2018-09-16	31	284	134	10539.19	39384.66	34952.59	4432.07
SO49821	2019-04-01	35	281	148	21760.4	78174.79	78485.35	-310.56
SO63256	2020-02-23	2	296	2	1331.26	1331.26	1356.89	-25.63
SO44124	2017-09-26	21	283	40	8043.5	15439.07	15359.13	79.94
SO50296	2019-05-26	4	282	6	1879.16	2818.74	2920.24	-101.5
SO61188	2020-01-06	25	282	69	17384.22	49123.59	50496.92	-1373.33
SO50750	2019-06-27	7	289	16	2596.91	2802.57	2491.07	311.5
SO44483	2017-11-02	4	286	7	1718.9	3018.34	3020.27	-1.93
SO49529	2019-03-27	3	281	3	417.97	417.97	341.44	76.53
SO53478	2019-09-06	40	292	124	14238.54	39956.33	35811.8	4144.53
SO45566	2018-03-23	1	282	1	874.79	874.79	884.71	-9.92
SO50680	2019-06-07	5	284	8	1237.5	1844.49	1706.17	138.32
SO58973	2019-12-13	1	291	3	5.39	16.17	10.09	6.08
SO69416	2020-05-06	10	283	42	2814.39	4011.18	4144.11	-132.93
SO51843	2019-08-26	22	284	95	2205.5	9759.63	8415.91	1343.72
SO58987	2019-12-15	10	285	16	5345.22	9709.98	9995.97	-285.99
SO63289	2020-02-28	3	287	6	2795.97	6926.94	6286.08	640.86
SO67272	2020-04-06	30	291	95	9823.08	24103.08	21553.5	2549.58
SO53508	2019-09-11	22	284	80	9183.77	36687.35	42014.41	-5327.06
SO48790	2019-01-30	3	288	5	959.77	1899.35	1960.7	-61.35
SO44104	2017-09-19	2	284	2	4079.98	4079.98	3824.3	255.68
SO65249	2020-03-19	5	285	20	2375.95	8866.6	9381.0	-514.4
SO46038	2018-05-06	17	284	38	10551.19	21702.08	21693.95	8.13
SO67324	2020-04-23	42	295	219	15475.03	57341.85	58440.56	-1098.71
SO43880	2017-08-21	13	284	24	8007.51	15479.54	15499.93	-20.39
SO45300	2018-02-14	20	285	76	19388.59	89704.12	83614.76	6089.36
SO65175	2020-03-05	14	293	30	8138.44	19600.05	20706.29	-1106.24
SO65289	2020-03-26	1	282	2	37.25	74.5	55.14	19.36
SO44541	2017-11-17	10	286	29	16270.81	50827.04	47636.98	3190.06
SO50738	2019-06-25	49	281	175	16768.57	43698.67	42926.84	771.83
SO65323	2020-03-31	1	296	1	445.41	445.41	461.44	-16.03
SO58907	2019-12-01	42	282	130	17339.05	28421.24	28739.78	-318.54
SO47414	2018-09-17	2	285	2	684.03	684.03	645.24	38.79
SO50292	2019-05-24	24	281	73	13389.86	41211.53	36713.1	4498.43
SO61183	2020-01-05	1	289	1	32.39	32.39	41.57	-9.18
SO59016	2019-12-19	13	282	35	8621.68	17744.2	18395.39	-651.19
SO61216	2020-01-15	30	292	106	11300.54	28386.6	25461.44	2925.16
SO45793	2018-04-10	24	281	46	12482.29	26685.0	26744.22	-59.22
SO55267	2019-10-12	1	285	2	54.89	109.78	81.24	28.54
SO69451	2020-05-11	21	285	61	14392.13	50399.18	51751.18	-1352.0
SO47392	2018-09-12	1	285	1	324.45	324.45	300.12	24.33
SO45307	2018-02-16	7	283	25	10195.84	28547.05	26731.8	1815.25
SO46934	2018-08-01	1	281	1	469.79	469.79	486.71	-16.92
SO47396	2018-09-13	13	291	50	6889.47	19717.9	17395.98	2321.92
SO48363	2018-12-23	49	283	190	17572.45	51043.44	50537.82	505.62
SO65298	2020-03-27	1	272	1	37.25	37.25	27.57	9.68
SO45343	2018-02-27	16	282	26	12063.2	20979.32	19293.91	1685.41
SO69544	2020-05-28	23	283	57	12865.47	35536.53	37068.38	-1531.85
SO57154	2019-11-24	37	291	212	13481.19	40517.91	41091.57	-573.66
SO59023	2019-12-19	49	282	170	14660.39	34703.8	31277.66	3426.14
SO57090	2019-11-13	1	293	1	41.99	41.99	26.18	15.81
SO63266	2020-02-25	26	291	78	12385.3	39392.09	35619.28	3772.81
SO61257	2020-01-28	8	285	15	4865.24	9630.67	10215.13	-584.46
SO69430	2020-05-08	6	292	28	2400.24	11747.42	12378.31	-630.89
SO43854	2017-08-05	1	288	2	874.79	1749.58	1769.42	-19.84
SO51753	2019-08-13	20	295	78	2993.77	4672.35	4494.82	177.53
SO65220	2020-03-12	24	285	47	15222.68	27686.54	28419.02	-732.48
SO69558	2020-05-30	31	288	110	17894.13	77009.33	79480.81	-2471.48
SO57038	2019-11-06	8	283	43	2756.17	5733.02	6010.03	-277.01
SO65155	2020-03-02	26	287	76	12344.73	32798.29	29658.84	3139.45
SO51791	2019-08-18	41	284	162	14767.4	30032.14	31260.54	-1228.4
SO48399	2018-12-31	5	288	8	2527.29	2595.66	2305.64	290.02
SO50244	2019-05-14	39	290	116	18204.0	43180.87	43223.43	-42.56
SO46643	2018-07-16	43	289	231	20604.06	110830.04	115457.6	-4627.56
SO65241	2020-03-17	22	296	42	15506.81	29173.24	30057.8	-884.56
SO61177	2020-01-02	25	291	52	12535.87	21131.78	19020.7	2111.08
SO69453	2020-05-11	3	282	20	122.08	808.68	504.11	304.57
SO63189	2020-02-14	3	285	4	884.17	1702.87	1537.96	164.91
SO44545	2017-11-19	8	283	19	3875.72	9855.77	9826.17	29.6
SO47991	2018-11-07	22	282	67	9462.8	35296.39	31667.57	3628.82
SO47666	2018-10-03	35	289	179	12791.27	75293.89	67948.52	7345.37
SO46073	2018-05-20	1	284	1	714.7	714.7	617.03	97.67
SO50735	2019-06-24	4	291	6	1354.81	2003.71	1841.31	162.4
SO49880	2019-04-25	3	281	12	79.02	339.73	284.82	54.91
SO43667	2017-07-06	4	283	6	6095.67	6107.07	5718.52	388.55
SO58965	2019-12-11	11	295	20	7392.96	12647.62	13054.53	-406.91
SO65233	2020-03-15	1	292	1	1376.99	1376.99	1251.98	125.01
SO53585	2019-09-24	8	283	14	2501.31	2576.85	2651.97	-75.12
SO47395	2018-09-13	66	281	392	24379.18	148014.93	150531.08	-2516.15
SO69535	2020-05-27	29	292	137	18634.84	109694.44	114345.86	-4651.42
SO55329	2019-10-31	1	283	3	445.41	1336.23	1384.33	-48.1
SO51845	2019-08-27	52	282	213	14995.76	46468.5	41873.04	4595.46
SO69526	2020-05-25	25	283	177	3229.66	17817.92	18018.44	-200.52
SO53547	2019-09-18	3	293	6	1744.52	4321.22	4362.95	-41.73
SO49150	2019-02-25	2	293	2	1877.45	1877.45	1704.25	173.2
SO63252	2020-02-22	35	281	104	13338.5	46030.74	41653.82	4376.92
SO48731	2019-01-02	5	281	15	2348.95	7046.85	7300.6	-253.75
SO51730	2019-08-07	5	287	11	2635.0	4464.54	4469.01	-4.47
SO59071	2019-12-30	29	285	108	17226.1	56122.75	59117.42	-2994.67
SO45530	2018-03-07	1	287	1	20.19	20.19	12.03	8.16
SO53559	2019-09-20	1	292	1	334.06	334.06	461.44	-127.38
SO69496	2020-05-19	1	285	1	356.9	356.9	360.94	-4.04
SO61173	2020-01-01	35	285	93	11387.36	29140.5	26372.9	2767.6
SO46374	2018-06-22	15	283	42	7435.34	16189.42	31622.72	-15433.3
SO46986	2018-08-14	8	281	25	2155.07	6814.39	7696.1	-881.71
SO59067	2019-12-29	36	296	102	14088.38	27288.58	27632.82	-344.24
SO47428	2018-09-19	4	283	7	1885.63	2685.88	2549.19	136.69
SO65215	2020-03-11	17	281	42	14082.63	37520.52	39784.38	-2263.86
SO50313	2019-05-30	48	282	147	19458.04	53096.92	53009.99	86.93
SO47717	2018-10-26	1	285	3	469.79	1409.37	1460.12	-50.75
SO48382	2018-12-28	1	283	1	20.52	20.52	15.18	5.34
SO69562	2020-05-31	2	283	3	226.0	339.0	924.66	-585.66
SO61255	2020-01-27	4	282	7	5020.23	8610.02	8920.0	-309.98
SO69499	2020-05-19	4	283	9	1430.64	2192.83	2594.11	-401.28
SO47443	2018-09-26	18	289	42	4286.59	7619.54	6597.84	1021.7
SO44481	2017-11-01	7	282	18	10150.84	26367.35	24710.88	1656.47
SO51152	2019-07-23	12	296	18	6428.55	9541.56	10544.68	-1003.12
SO65296	2020-03-27	4	293	8	3050.17	5398.81	5593.16	-194.35
SO46053	2018-05-14	16	286	41	18193.5	52874.45	49261.06	3613.39
SO45042	2018-01-04	7	286	25	12200.64	40648.3	38091.35	2556.95
SO50266	2019-05-20	10	287	20	2819.96	5514.12	5603.45	-89.33
SO49167	2019-02-28	24	289	57	18709.47	43394.31	44416.07	-1021.76
SO55312	2019-10-26	2	295	2	704.68	704.68	754.65	-49.97
SO55254	2019-10-07	43	295	294	17292.47	105239.01	109846.57	-4607.56
SO58955	2019-12-10	2	291	4	2860.88	5721.76	5927.75	-205.99
SO49064	2019-02-06	4	285	8	3781.68	8158.22	7384.59	773.63
SO45526	2018-03-05	4	272	5	6095.67	6101.37	5715.12	386.25
SO53616	2019-09-28	48	281	322	15459.86	69588.26	73484.32	-3896.06
SO65169	2020-03-04	1	291	1	12.14	12.14	8.99	3.15
SO53566	2019-09-22	42	296	140	16365.61	63669.0	57387.08	6281.92
SO46370	2018-06-21	17	287	61	8468.57	32355.7	66696.1	-34340.4
SO46989	2018-08-15	1	283	3	780.82	2342.46	2166.77	175.69
SO46046	2018-05-11	1	283	1	874.79	874.79	884.71	-9.92
SO63159	2020-02-08	3	293	7	1460.97	2963.93	2634.85	329.08
SO48046	2018-11-18	4	281	11	124.01	325.89	299.74	26.15
SO50712	2019-06-17	41	281	112	18699.07	44541.82	44826.22	-284.4
SO63171	2020-02-10	43	295	179	17025.71	73348.15	75714.12	-2365.97
SO48380	2018-12-27	27	283	65	13786.18	33099.43	29503.5	3595.93
SO69547	2020-05-28	1	283	1	37.25	37.25	27.57	9.68
SO50260	2019-05-18	7	285	18	2886.28	7651.72	7887.27	-235.55
SO47714	2018-10-25	11	281	24	2864.95	3863.77	3748.26	115.51
SO58938	2019-12-06	5	291	5	3482.84	3482.84	3586.25	-103.41
SO49083	2019-02-09	1	282	1	1229.46	1229.46	1105.81	123.65
SO50691	2019-06-11	1	285	1	183.94	183.94	170.14	13.8
SO46044	2018-05-09	29	288	49	16881.91	29597.97	29694.34	-96.37
SO49160	2019-02-27	33	282	79	19722.09	50953.22	51838.09	-884.87
SO65154	2020-03-01	23	288	54	12050.95	26709.38	24145.47	2563.91
SO43901	2017-08-26	10	282	28	10265.06	22717.57	21271.01	1446.56
SO51146	2019-07-21	25	293	78	14341.74	53088.1	63147.81	-10059.71
SO47682	2018-10-08	2	285	4	219.12	264.7	192.29	72.41
SO63237	2020-02-21	4	284	14	2722.07	9477.88	10017.71	-539.83
SO63132	2020-02-02	28	291	87	12930.6	33904.23	35634.64	-1730.41
SO55324	2019-10-29	38	282	230	9658.6	30988.29	32096.95	-1108.66
SO65157	2020-03-02	28	282	62	13562.27	22021.66	22605.25	-583.59
SO49837	2019-04-07	35	281	138	20965.0	89596.15	90722.24	-1126.09
SO47005	2018-08-19	2	289	3	668.18	1316.17	1210.75	105.42
SO50259	2019-05-18	47	283	125	20821.4	46990.26	47134.95	-144.69
SO50270	2019-05-20	26	282	190	13009.84	78178.46	70158.45	8020.01
SO48327	2018-12-13	7	287	16	2292.45	3463.56	3311.52	152.04
SO44120	2017-09-24	15	283	31	11156.82	26967.08	24966.5	2000.58
SO47658	2018-10-01	33	283	144	21233.62	99514.27	101004.01	-1489.74
SO44086	2017-09-08	21	288	97	18895.95	73761.44	68006.86	5754.58
SO47990	2018-11-07	46	283	198	22266.13	100216.3	101212.82	-996.52
SO51774	2019-08-16	62	292	335	14402.1	47574.59	42846.9	4727.69
SO50213	2019-05-06	21	281	56	9727.88	26985.2	24099.76	2885.44
SO50233	2019-05-11	4	291	11	1297.83	3870.7	3442.79	427.91
SO48310	2018-12-08	24	293	42	15566.64	24679.62	24578.89	100.73
SO49056	2019-02-04	1	292	1	647.99	647.99	598.44	49.55
SO44561	2017-11-26	10	289	28	13241.4	42033.72	38993.0	3040.72
SO47388	2018-09-11	1	288	1	202.33	202.33	187.16	15.17
SO69438	2020-05-09	1	283	1	72.16	72.16	53.4	18.76
SO45537	2018-03-10	1	288	2	2024.99	4049.98	3796.19	253.79
SO61264	2020-01-31	20	281	50	10573.51	25064.96	26328.03	-1263.07
SO46945	2018-08-05	2	291	2	379.47	379.47	280.8	98.67
SO53535	2019-09-16	37	291	200	19207.7	106905.36	135045.22	-28139.86
SO48286	2018-12-01	3	282	12	1409.37	5637.48	5840.48	-203.0
SO47671	2018-10-04	1	272	2	20.19	40.38	27.76	12.62
SO43905	2017-08-27	11	285	19	6540.3	9880.27	9859.03	21.24
SO63219	2020-02-18	21	283	102	2839.0	9877.79	10193.23	-315.44
SO50684	2019-06-08	6	291	24	3770.14	7813.76	6941.03	872.73
SO49504	2019-03-18	15	292	35	7617.46	19662.59	20008.0	-345.41
SO46040	2018-05-08	1	281	1	419.46	419.46	413.15	6.31
SO53592	2019-09-25	2	281	6	1682.54	4822.9	5984.48	-1161.58
SO69554	2020-05-29	13	288	33	2857.35	7133.65	7457.35	-323.7
SO59025	2019-12-20	2	281	2	1047.76	1047.76	1063.18	-15.42
SO45317	2018-02-18	22	272	69	19272.67	61206.46	61481.49	-275.03
SO53590	2019-09-24	29	281	92	15243.19	65413.9	73472.82	-8058.92
SO65309	2020-03-28	3	281	7	1460.97	4298.93	3860.64	438.29
SO45273	2018-02-02	7	289	20	14234.93	40634.8	38088.43	2546.37
SO57158	2019-11-24	3	285	8	573.92	1331.79	1324.1	7.69
SO50723	2019-06-20	3	285	5	1127.04	1531.7	1467.24	64.46
SO47694	2018-10-16	30	289	153	14141.76	72573.62	74038.31	-1464.69
SO45055	2018-01-16	17	283	27	12419.09	19742.78	19808.69	-65.91
SO63135	2020-02-03	4	283	7	1572.84	1663.41	1693.7	-30.29
SO63188	2020-02-13	4	292	9	1502.96	3047.91	2687.19	360.72
SO50297	2019-05-26	53	293	206	22639.62	103362.1	104219.2	-857.1
SO48756	2019-01-15	1	289	1	647.99	647.99	598.44	49.55
SO51743	2019-08-10	4	283	7	1776.1	2698.16	2695.8	2.36
SO57169	2019-11-26	1	281	1	323.99	323.99	343.65	-19.66
SO44795	2017-12-29	20	287	89	21520.84	104588.57	97759.81	6828.76
SO50225	2019-05-09	48	292	218	15028.5	67717.48	59571.17	8146.31
SO48292	2018-12-03	28	287	101	10287.31	35439.94	31668.69	3771.25
SO47367	2018-09-05	18	286	40	10904.53	26522.97	26553.82	-30.85
SO57081	2019-11-11	5	285	11	1164.25	2901.19	2596.02	305.17
SO65310	2020-03-28	26	281	103	6055.05	13083.92	13347.77	-263.85
SO48338	2018-12-16	12	284	19	2885.14	3839.73	3827.78	11.95
SO55323	2019-10-29	39	288	241	10274.05	38600.26	39779.73	-1179.47
SO53455	2019-09-02	34	288	105	11410.39	31642.5	28418.22	3224.28
SO69399	2020-05-03	38	284	119	15896.91	28806.1	28771.78	34.32
SO44108	2017-09-21	2	287	3	1294.25	2169.04	2182.57	-13.53
SO44097	2017-09-16	12	283	24	3884.71	6035.86	5948.75	87.11
SO47455	2018-09-29	46	285	180	25041.32	112722.68	112616.35	106.33
SO53509	2019-09-11	22	284	82	2071.64	3676.65	3432.08	244.57
SO46931	2018-08-01	30	281	99	12526.9	48300.39	42942.75	5357.64
SO48777	2019-01-24	4	285	8	1879.16	3758.32	3893.65	-135.33
SO43664	2017-07-04	8	286	14	12252.62	24432.56	22910.82	1521.74
SO51758	2019-08-13	4	285	9	541.67	1301.79	1180.04	121.75
SO47058	2018-08-28	3	285	10	856.06	2180.42	2069.04	111.38
SO51113	2019-07-13	19	284	26	8310.47	11700.17	14476.19	-2776.02
SO45038	2018-01-01	15	288	30	13257.48	27123.61	25091.44	2032.17
SO47691	2018-10-12	1	285	2	20.19	40.38	27.76	12.62
SO59030	2019-12-21	2	282	3	239.58	441.91	436.82	5.09
SO47044	2018-08-26	2	285	5	111.72	180.09	128.49	51.6
SO65167	2020-03-04	15	287	32	8932.15	19300.84	20357.94	-1057.1
SO65316	2020-03-29	1	289	5	41.99	209.95	130.88	79.07
SO67321	2020-04-22	21	293	67	13131.36	50354.84	51792.65	-1437.81
SO65152	2020-03-01	10	283	24	5257.03	11710.35	12368.77	-658.42
SO47421	2018-09-18	8	281	14	4790.87	9146.64	9066.58	80.06
SO48321	2018-12-12	29	291	115	9034.17	32208.32	28544.34	3663.98
SO44533	2017-11-15	20	288	57	6134.21	19499.82	19404.02	95.8
SO49451	2019-03-04	3	284	8	1275.04	2595.66	2305.64	290.02
SO44303	2017-10-18	1	281	1	5.7	5.7	3.4	2.3
SO46984	2018-08-14	16	291	50	3007.29	5347.57	4516.13	831.44
SO58915	2019-12-02	46	294	127	17374.8	27568.2	27950.8	-382.6
SO57097	2019-11-15	35	284	122	14945.92	35695.4	37435.78	-1740.38
SO47358	2018-09-03	4	284	6	1626.47	2443.28	2245.34	197.94
SO53595	2019-09-25	8	285	36	1644.57	6770.16	5844.06	926.1
SO46344	2018-06-10	25	283	46	14393.73	25738.27	25797.73	-59.46
SO46032	2018-05-03	14	282	40	11736.38	30998.04	28845.76	2152.28
SO69475	2020-05-15	43	286	217	16811.84	57072.7	58016.97	-944.27
SO49511	2019-03-20	4	284	5	1879.16	2348.95	2433.54	-84.59
SO43691	2017-07-25	1	283	1	874.79	874.79	884.71	-9.92
SO49860	2019-04-16	24	291	70	12814.51	37997.61	34018.58	3979.03
SO61227	2020-01-18	33	287	139	16450.73	57449.2	60384.18	-2934.98
SO49102	2019-02-13	1	291	3	202.33	606.99	561.47	45.52
SO50212	2019-05-06	9	285	27	3848.4	6675.7	5930.9	744.8
SO49486	2019-03-12	5	282	9	2348.95	4228.11	4380.37	-152.26
SO48348	2018-12-19	8	292	34	2641.9	4556.36	3980.89	575.47
SO43878	2017-08-20	2	281	2	4079.98	4079.98	3824.3	255.68
SO48314	2018-12-09	7	282	13	2291.34	4707.83	4794.32	-86.49
SO55300	2019-10-22	28	296	45	15801.5	27486.95	28138.57	-651.62
SO48339	2018-12-16	46	291	124	19942.97	49713.07	49983.67	-270.6
SO51119	2019-07-14	2	283	3	1153.68	2107.31	3163.73	-1056.42
SO49498	2019-03-16	43	287	174	13841.93	57160.77	57888.76	-727.99
SO46970	2018-08-10	40	282	98	22828.4	50912.81	50534.42	378.39
SO49452	2019-03-04	1	290	1	1308.94	1308.94	1320.68	-11.74
SO61176	2020-01-01	1	295	1	1466.01	1466.01	1554.95	-88.94
SO44506	2017-11-08	30	285	97	13762.74	35651.1	35503.32	147.78
SO45040	2018-01-01	1	282	1	419.46	419.46	413.15	6.31
SO65269	2020-03-22	23	287	77	12126.59	32995.69	29719.92	3275.77
SO67337	2020-04-27	2	293	7	83.98	293.93	183.24	110.69
SO49081	2019-02-09	1	293	1	1229.46	1229.46	1105.81	123.65
SO61260	2020-01-30	1	289	2	323.99	647.98	687.3	-39.32
SO50289	2019-05-23	53	281	204	22639.62	105310.23	106579.57	-1269.34
SO69512	2020-05-21	1	281	3	445.41	1336.23	1384.33	-48.1
SO49507	2019-03-19	16	291	55	8812.06	26975.81	24278.47	2697.34
SO49449	2019-03-03	1	289	2	22.79	45.58	31.34	14.24
SO48392	2018-12-29	50	281	183	17616.25	50383.65	49868.83	514.82
SO46638	2018-07-14	53	287	156	21288.89	61865.17	62456.76	-591.59
SO50736	2019-06-24	8	281	12	4360.66	5835.63	5847.58	-11.95
SO43690	2017-07-25	4	281	6	872.95	1297.6	1282.57	15.03
SO45327	2018-02-21	5	285	8	8120.66	12176.34	11409.41	766.93
SO44570	2017-11-29	32	289	88	20698.03	58494.8	58737.96	-243.16
SO65221	2020-03-12	29	281	87	9388.85	24253.07	21805.81	2447.26
SO45058	2018-01-17	7	284	12	3391.55	5488.85	5429.33	59.52
SO67318	2020-04-22	10	281	29	2506.11	5871.05	6150.45	-279.4
SO48776	2019-01-24	21	283	48	11912.65	23264.48	20665.33	2599.15
SO65253	2020-03-20	12	292	52	7080.03	33256.67	35692.02	-2435.35
SO46605	2018-07-01	18	283	42	3156.33	5956.64	5540.27	416.37
SO55326	2019-10-30	5	296	23	442.15	1118.46	1115.18	3.28
SO47381	2018-09-09	2	284	3	400.37	602.7	520.86	81.84
SO51165	2019-07-30	4	282	7	2782.03	6119.73	7918.42	-1798.69
SO63284	2020-02-27	27	292	146	19260.07	108183.94	111411.15	-3227.21
SO55325	2019-10-30	17	293	61	10438.33	47522.98	48942.78	-1419.8
SO63222	2020-02-19	18	296	33	14023.11	24673.5	25321.59	-648.09
SO47689	2018-10-11	3	287	3	812.43	812.43	761.91	50.52
SO51123	2019-07-15	53	289	323	18294.14	93828.64	98461.74	-4633.1
SO49497	2019-03-16	6	282	22	2818.74	10335.38	10707.55	-372.17
SO58906	2019-12-01	40	287	129	14145.19	43451.3	39385.89	4065.41
SO44755	2017-12-12	25	283	42	17662.11	28416.42	28474.85	-58.43
SO57150	2019-11-23	36	292	185	20874.34	122285.54	125447.13	-3161.59
SO47441	2018-09-25	37	287	212	15688.73	113726.58	103775.72	9950.86
SO51789	2019-08-18	46	286	306	13509.97	64297.02	74283.54	-9986.52
SO57032	2019-11-05	12	296	26	8202.07	18243.47	18914.88	-671.41
SO49456	2019-03-04	3	287	7	543.97	624.73	593.22	31.51
SO57123	2019-11-18	4	283	6	3255.97	4973.77	5082.88	-109.11
SO44115	2017-09-23	19	282	51	18861.41	66848.27	62077.65	4770.62
SO65252	2020-03-19	19	287	40	12264.63	21026.96	21607.22	-580.26
SO48309	2018-12-07	2	283	2	489.98	489.98	500.59	-10.61
SO50706	2019-06-15	12	283	34	3349.74	9913.42	10036.05	-122.63
SO46387	2018-06-29	29	285	71	21592.09	48117.87	48244.53	-126.66
SO57131	2019-11-19	25	287	46	15105.66	30407.53	31242.51	-834.98
SO45069	2018-01-28	14	281	26	14603.76	24552.09	24719.71	-167.62
SO49469	2019-03-07	2	291	2	667.83	667.83	633.26	34.57
SO50305	2019-05-28	1	293	1	647.99	647.99	598.44	49.55
SO51849	2019-08-27	9	282	16	5669.83	10805.35	11138.85	-333.5
SO47023	2018-08-23	1	285	1	1308.94	1308.94	1320.68	-11.74
SO51823	2019-08-22	38	288	167	18641.68	107064.19	131990.95	-24926.76
SO46090	2018-05-25	22	285	84	20853.44	94303.73	88403.17	5900.56
SO50708	2019-06-16	7	284	20	1390.24	5311.49	4719.5	591.99
SO43850	2017-08-03	11	288	18	6933.07	10183.79	10205.99	-22.2
SO49074	2019-02-07	14	282	28	8863.8	20078.26	20159.74	-81.48
SO69480	2020-05-16	4	283	11	1861.99	6078.44	6058.09	20.35
SO43686	2017-07-22	3	289	5	1713.71	3463.29	3480.42	-17.13
SO43665	2017-07-04	10	289	20	10220.06	14352.76	13432.04	920.72
SO48742	2019-01-10	1	293	2	22.79	45.58	31.34	14.24
SO61229	2020-01-20	45	288	151	12122.33	24338.64	21846.77	2491.87
SO44312	2017-10-26	4	289	5	1677.84	2097.3	2065.74	31.56
SO58929	2019-12-03	6	291	17	1040.44	2902.87	2637.45	265.42
SO45077	2018-01-31	8	285	15	9081.36	18869.42	17342.08	1527.34
SO69410	2020-05-04	13	296	31	8647.48	19043.07	19744.03	-700.96
SO57087	2019-11-13	20	283	55	9304.78	19597.95	20154.44	-556.49
SO47695	2018-10-17	1	286	5	22.79	113.95	78.35	35.6
SO47377	2018-09-08	40	292	132	20743.34	72689.31	73477.15	-787.84
SO48743	2019-01-10	1	282	3	209.26	627.78	557.46	70.32
SO50298	2019-05-27	29	287	69	15633.73	41637.5	41680.61	-43.11
SO59051	2019-12-26	1	281	2	202.33	404.66	409.25	-4.59
SO49532	2019-03-28	18	282	77	9574.85	40309.84	36342.9	3966.94
SO49146	2019-02-24	10	282	50	6602.41	26597.09	23741.15	2855.94
SO46933	2018-08-01	38	285	85	20681.12	47965.04	48992.24	-1027.2
SO48311	2018-12-08	56	287	235	20817.13	79074.23	79195.19	-120.96
SO53556	2019-09-20	6	283	7	3298.36	4027.27	4265.11	-237.84
SO65256	2020-03-20	5	282	28	2375.5	4840.82	5091.31	-250.49
SO43872	2017-08-16	16	282	31	7718.52	11584.47	11613.64	-29.17
SO51099	2019-07-06	8	287	11	3453.22	5208.65	7043.16	-1834.51
SO63190	2020-02-14	1	283	1	218.45	218.45	199.38	19.07
SO44521	2017-11-13	26	282	50	14905.73	26112.23	26122.21	-9.98
SO57017	2019-11-02	22	285	50	14090.79	27729.43	29255.97	-1526.54
SO47361	2018-09-04	2	284	2	231.17	231.17	216.24	14.93
SO53481	2019-09-07	3	291	3	242.39	242.39	229.47	12.92
SO43681	2017-07-19	21	285	44	7652.88	13787.57	13726.61	60.96
SO50730	2019-06-23	2	288	9	45.58	205.11	141.04	64.07
SO50745	2019-06-26	31	282	113	10269.3	33997.24	30305.22	3692.02
SO49135	2019-02-21	1	283	1	736.15	736.15	653.7	82.45
SO43868	2017-08-14	1	288	1	2146.96	2146.96	2171.29	-24.33
